"","Year","County.of.Study","County.of.Origin","value"
"5833","2008","Waterford","Derry",0
"5834","2009","Waterford","Derry",0
"5835","2010","Waterford","Derry",0
"5836","2011","Waterford","Derry",0
"5837","2012","Waterford","Derry",0
"5838","2013","Waterford","Derry",0
"5839","2000","Galway","Derry",10
"5840","2001","Galway","Derry",17
"5841","2002","Galway","Derry",22
"5842","2003","Galway","Derry",25
"5843","2004","Galway","Derry",19
"5844","2005","Galway","Derry",17
"5845","2006","Galway","Derry",13
"5846","2007","Galway","Derry",7
"5847","2008","Galway","Derry",7
"5848","2009","Galway","Derry",4
"5849","2010","Galway","Derry",10
"5850","2011","Galway","Derry",9
"5851","2012","Galway","Derry",4
"5852","2013","Galway","Derry",5
"5853","2000","Sligo","Derry",0
"5854","2001","Sligo","Derry",0
"5855","2002","Sligo","Derry",0
"5856","2003","Sligo","Derry",0
"5857","2004","Sligo","Derry",0
"5858","2005","Sligo","Derry",0
"5859","2006","Sligo","Derry",0
"5860","2007","Sligo","Derry",0
"5861","2008","Sligo","Derry",1
"5862","2009","Sligo","Derry",1
"5863","2010","Sligo","Derry",2
"5864","2011","Sligo","Derry",0
"5865","2012","Sligo","Derry",1
"5866","2013","Sligo","Derry",2
"5867","2000","Donegal","Derry",5
"5868","2001","Donegal","Derry",2
"5869","2002","Donegal","Derry",2
"5870","2003","Donegal","Derry",4
"5871","2004","Donegal","Derry",0
"5872","2005","Donegal","Derry",0
"5873","2006","Donegal","Derry",0
"5874","2007","Donegal","Derry",2
"5875","2008","Donegal","Derry",2
"5876","2009","Donegal","Derry",6
"5877","2010","Donegal","Derry",7
"5878","2011","Donegal","Derry",8
"5879","2012","Donegal","Derry",12
"5880","2013","Donegal","Derry",6
"5895","2000","Carlow","Down",0
"5896","2001","Carlow","Down",0
"5897","2002","Carlow","Down",0
"5898","2003","Carlow","Down",0
"5899","2004","Carlow","Down",0
"5900","2005","Carlow","Down",1
"5901","2006","Carlow","Down",0
"5902","2007","Carlow","Down",1
"5903","2008","Carlow","Down",1
"5904","2009","Carlow","Down",1
"5905","2010","Carlow","Down",0
"5906","2011","Carlow","Down",0
"5907","2012","Carlow","Down",0
"5908","2013","Carlow","Down",0
"5909","2000","Dublin","Down",260
"5910","2001","Dublin","Down",248
"5911","2002","Dublin","Down",269
"5912","2003","Dublin","Down",254
"5913","2004","Dublin","Down",264
"5914","2005","Dublin","Down",216
"5915","2006","Dublin","Down",193
"5916","2007","Dublin","Down",185
"5917","2008","Dublin","Down",178
"5918","2009","Dublin","Down",168
"5919","2010","Dublin","Down",188
"5920","2011","Dublin","Down",165
"5921","2012","Dublin","Down",176
"5922","2013","Dublin","Down",139
"5923","2000","Kildare","Down",9
"5924","2001","Kildare","Down",11
"5925","2002","Kildare","Down",11
"5926","2003","Kildare","Down",9
"5927","2004","Kildare","Down",8
"5928","2005","Kildare","Down",5
"5929","2006","Kildare","Down",6
"5930","2007","Kildare","Down",4
"5931","2008","Kildare","Down",9
"5932","2009","Kildare","Down",9
"5933","2010","Kildare","Down",8
"5934","2011","Kildare","Down",6
"5935","2012","Kildare","Down",5
"5936","2013","Kildare","Down",6
"5937","2000","Louth","Down",5
"5938","2001","Louth","Down",6
"5939","2002","Louth","Down",3
"5940","2003","Louth","Down",8
"5941","2004","Louth","Down",1
"5942","2005","Louth","Down",11
"5943","2006","Louth","Down",12
"5944","2007","Louth","Down",20
"5945","2008","Louth","Down",19
"5946","2009","Louth","Down",35
"5947","2010","Louth","Down",27
"5948","2011","Louth","Down",25
"5949","2012","Louth","Down",30
"5950","2013","Louth","Down",54
"5951","2000","Westmeath","Down",0
"5952","2001","Westmeath","Down",0
"5953","2002","Westmeath","Down",3
"5954","2003","Westmeath","Down",0
"5955","2004","Westmeath","Down",1
"5956","2005","Westmeath","Down",0
"5957","2006","Westmeath","Down",0
"5958","2007","Westmeath","Down",0
"5959","2008","Westmeath","Down",0
"5960","2009","Westmeath","Down",0
"5961","2010","Westmeath","Down",0
"5962","2011","Westmeath","Down",0
"5963","2012","Westmeath","Down",0
"5964","2013","Westmeath","Down",0
"5965","2000","Cork","Down",4
"5966","2001","Cork","Down",8
"5967","2002","Cork","Down",8
"5968","2003","Cork","Down",5
"5969","2004","Cork","Down",4
"5970","2005","Cork","Down",2
"5971","2006","Cork","Down",1
"5972","2007","Cork","Down",1
"5973","2008","Cork","Down",2
"5974","2009","Cork","Down",1
"5975","2010","Cork","Down",2
"5976","2011","Cork","Down",2
"5977","2012","Cork","Down",0
"5978","2013","Cork","Down",1
"5979","2000","Kerry","Down",0
"5980","2001","Kerry","Down",0
"5981","2002","Kerry","Down",0
"5982","2003","Kerry","Down",0
"5983","2004","Kerry","Down",0
"5984","2005","Kerry","Down",0
"5985","2006","Kerry","Down",0
"5986","2007","Kerry","Down",0
"5987","2008","Kerry","Down",0
"5988","2009","Kerry","Down",0
"5989","2010","Kerry","Down",0
"5990","2011","Kerry","Down",0
"5991","2012","Kerry","Down",0
"5992","2013","Kerry","Down",1
"5993","2000","Limerick","Down",2
"5994","2001","Limerick","Down",0
"5995","2002","Limerick","Down",2
"5996","2003","Limerick","Down",1
"5997","2004","Limerick","Down",2
"5998","2005","Limerick","Down",2
"5999","2006","Limerick","Down",0
"6000","2007","Limerick","Down",1
"6001","2008","Limerick","Down",1
"6002","2009","Limerick","Down",6
"6003","2010","Limerick","Down",4
"6004","2011","Limerick","Down",3
"6005","2012","Limerick","Down",2
"6006","2013","Limerick","Down",3
"6007","2000","Tipperary","Down",0
"6008","2001","Tipperary","Down",0
"6009","2002","Tipperary","Down",0
"6010","2003","Tipperary","Down",0
"6011","2004","Tipperary","Down",0
"6012","2005","Tipperary","Down",0
"6013","2006","Tipperary","Down",0
"6014","2007","Tipperary","Down",0
"6015","2008","Tipperary","Down",0
"6016","2009","Tipperary","Down",0
"6017","2010","Tipperary","Down",0
"6018","2011","Tipperary","Down",0
"6019","2012","Tipperary","Down",0
"6020","2013","Tipperary","Down",0
"6021","2000","Waterford","Down",0
"6022","2001","Waterford","Down",0
"6023","2002","Waterford","Down",0
"6024","2003","Waterford","Down",0
"6025","2004","Waterford","Down",0
"6026","2005","Waterford","Down",0
"6027","2006","Waterford","Down",0
"6028","2007","Waterford","Down",0
"6029","2008","Waterford","Down",0
"6030","2009","Waterford","Down",0
"6031","2010","Waterford","Down",0
"6032","2011","Waterford","Down",0
"6033","2012","Waterford","Down",0
"6034","2013","Waterford","Down",0
"6035","2000","Galway","Down",18
"6036","2001","Galway","Down",17
"6037","2002","Galway","Down",13
"6038","2003","Galway","Down",11
"6039","2004","Galway","Down",14
"6040","2005","Galway","Down",13
"6041","2006","Galway","Down",16
"6042","2007","Galway","Down",7
"6043","2008","Galway","Down",7
"6044","2009","Galway","Down",0
"6045","2010","Galway","Down",7
"6046","2011","Galway","Down",3
"6047","2012","Galway","Down",1
"6048","2013","Galway","Down",1
"6049","2000","Sligo","Down",0
"6050","2001","Sligo","Down",1
"6051","2002","Sligo","Down",1
"6052","2003","Sligo","Down",1
"6053","2004","Sligo","Down",1
"6054","2005","Sligo","Down",0
"6055","2006","Sligo","Down",0
"6056","2007","Sligo","Down",0
"6057","2008","Sligo","Down",0
"6058","2009","Sligo","Down",0
"6059","2010","Sligo","Down",0
"6060","2011","Sligo","Down",0
"6061","2012","Sligo","Down",1
"6062","2013","Sligo","Down",3
"6063","2000","Donegal","Down",0
"6064","2001","Donegal","Down",1
"6065","2002","Donegal","Down",0
"6066","2003","Donegal","Down",1
"6067","2004","Donegal","Down",0
"6068","2005","Donegal","Down",0
"6069","2006","Donegal","Down",0
"6070","2007","Donegal","Down",0
"6071","2008","Donegal","Down",3
"6072","2009","Donegal","Down",3
"6073","2010","Donegal","Down",2
"6074","2011","Donegal","Down",1
"6075","2012","Donegal","Down",0
"6076","2013","Donegal","Down",0
"6091","2000","Carlow","Fermanagh",0
"6092","2001","Carlow","Fermanagh",0
"6093","2002","Carlow","Fermanagh",0
"6094","2003","Carlow","Fermanagh",0
"6095","2004","Carlow","Fermanagh",0
"6096","2005","Carlow","Fermanagh",0
"6097","2006","Carlow","Fermanagh",0
"6098","2007","Carlow","Fermanagh",0
"6099","2008","Carlow","Fermanagh",0
"6100","2009","Carlow","Fermanagh",0
"6101","2010","Carlow","Fermanagh",0
"6102","2011","Carlow","Fermanagh",0
"6103","2012","Carlow","Fermanagh",0
"6104","2013","Carlow","Fermanagh",0
"6105","2000","Dublin","Fermanagh",88
"6106","2001","Dublin","Fermanagh",78
"6107","2002","Dublin","Fermanagh",74
"6108","2003","Dublin","Fermanagh",74
"6109","2004","Dublin","Fermanagh",71
"6110","2005","Dublin","Fermanagh",60
"6111","2006","Dublin","Fermanagh",53
"6112","2007","Dublin","Fermanagh",50
"6113","2008","Dublin","Fermanagh",53
"6114","2009","Dublin","Fermanagh",51
"6115","2010","Dublin","Fermanagh",58
"6116","2011","Dublin","Fermanagh",50
"6117","2012","Dublin","Fermanagh",48
"6118","2013","Dublin","Fermanagh",30
"6119","2000","Kildare","Fermanagh",3
"6120","2001","Kildare","Fermanagh",0
"6121","2002","Kildare","Fermanagh",1
"6122","2003","Kildare","Fermanagh",1
"6123","2004","Kildare","Fermanagh",1
"6124","2005","Kildare","Fermanagh",0
"6125","2006","Kildare","Fermanagh",1
"6126","2007","Kildare","Fermanagh",0
"6127","2008","Kildare","Fermanagh",1
"6128","2009","Kildare","Fermanagh",1
"6129","2010","Kildare","Fermanagh",1
"6130","2011","Kildare","Fermanagh",0
"6131","2012","Kildare","Fermanagh",9
"6132","2013","Kildare","Fermanagh",1
"6133","2000","Louth","Fermanagh",1
"6134","2001","Louth","Fermanagh",0
"6135","2002","Louth","Fermanagh",0
"6136","2003","Louth","Fermanagh",1
"6137","2004","Louth","Fermanagh",0
"6138","2005","Louth","Fermanagh",0
"6139","2006","Louth","Fermanagh",1
"6140","2007","Louth","Fermanagh",0
"6141","2008","Louth","Fermanagh",0
"6142","2009","Louth","Fermanagh",0
"6143","2010","Louth","Fermanagh",1
"6144","2011","Louth","Fermanagh",1
"6145","2012","Louth","Fermanagh",1
"6146","2013","Louth","Fermanagh",2
"6147","2000","Westmeath","Fermanagh",0
"6148","2001","Westmeath","Fermanagh",2
"6149","2002","Westmeath","Fermanagh",0
"6150","2003","Westmeath","Fermanagh",1
"6151","2004","Westmeath","Fermanagh",1
"6152","2005","Westmeath","Fermanagh",1
"6153","2006","Westmeath","Fermanagh",1
"6154","2007","Westmeath","Fermanagh",0
"6155","2008","Westmeath","Fermanagh",0
"6156","2009","Westmeath","Fermanagh",0
"6157","2010","Westmeath","Fermanagh",0
"6158","2011","Westmeath","Fermanagh",0
"6159","2012","Westmeath","Fermanagh",0
"6160","2013","Westmeath","Fermanagh",0
"6161","2000","Cork","Fermanagh",1
"6162","2001","Cork","Fermanagh",1
"6163","2002","Cork","Fermanagh",2
"6164","2003","Cork","Fermanagh",0
"6165","2004","Cork","Fermanagh",1
"6166","2005","Cork","Fermanagh",0
"6167","2006","Cork","Fermanagh",1
"6168","2007","Cork","Fermanagh",1
"6169","2008","Cork","Fermanagh",1
"6170","2009","Cork","Fermanagh",1
"6171","2010","Cork","Fermanagh",2
"6172","2011","Cork","Fermanagh",0
"6173","2012","Cork","Fermanagh",0
"6174","2013","Cork","Fermanagh",3
"6175","2000","Kerry","Fermanagh",0
"6176","2001","Kerry","Fermanagh",0
"6177","2002","Kerry","Fermanagh",0
"6178","2003","Kerry","Fermanagh",0
"6179","2004","Kerry","Fermanagh",0
"6180","2005","Kerry","Fermanagh",0
"6181","2006","Kerry","Fermanagh",0
"6182","2007","Kerry","Fermanagh",0
"6183","2008","Kerry","Fermanagh",0
"6184","2009","Kerry","Fermanagh",0
"6185","2010","Kerry","Fermanagh",0
"6186","2011","Kerry","Fermanagh",0
"6187","2012","Kerry","Fermanagh",0
"6188","2013","Kerry","Fermanagh",0
"6189","2000","Limerick","Fermanagh",1
"6190","2001","Limerick","Fermanagh",1
"6191","2002","Limerick","Fermanagh",2
"6192","2003","Limerick","Fermanagh",2
"6193","2004","Limerick","Fermanagh",0
"6194","2005","Limerick","Fermanagh",0
"6195","2006","Limerick","Fermanagh",0
"6196","2007","Limerick","Fermanagh",2
"6197","2008","Limerick","Fermanagh",1
"6198","2009","Limerick","Fermanagh",1
"6199","2010","Limerick","Fermanagh",1
"6200","2011","Limerick","Fermanagh",1
"6201","2012","Limerick","Fermanagh",1
"6202","2013","Limerick","Fermanagh",0
"6203","2000","Tipperary","Fermanagh",0
"6204","2001","Tipperary","Fermanagh",0
"6205","2002","Tipperary","Fermanagh",0
"6206","2003","Tipperary","Fermanagh",0
"6207","2004","Tipperary","Fermanagh",0
"6208","2005","Tipperary","Fermanagh",0
"6209","2006","Tipperary","Fermanagh",0
"6210","2007","Tipperary","Fermanagh",0
"6211","2008","Tipperary","Fermanagh",0
"6212","2009","Tipperary","Fermanagh",0
"6213","2010","Tipperary","Fermanagh",0
"6214","2011","Tipperary","Fermanagh",0
"6215","2012","Tipperary","Fermanagh",0
"6216","2013","Tipperary","Fermanagh",0
"6217","2000","Waterford","Fermanagh",0
"6218","2001","Waterford","Fermanagh",0
"6219","2002","Waterford","Fermanagh",0
"6220","2003","Waterford","Fermanagh",1
"6221","2004","Waterford","Fermanagh",0
"6222","2005","Waterford","Fermanagh",0
"6223","2006","Waterford","Fermanagh",0
"6224","2007","Waterford","Fermanagh",0
"6225","2008","Waterford","Fermanagh",0
"6226","2009","Waterford","Fermanagh",0
"6227","2010","Waterford","Fermanagh",0
"6228","2011","Waterford","Fermanagh",0
"6229","2012","Waterford","Fermanagh",0
"6230","2013","Waterford","Fermanagh",0
"6231","2000","Galway","Fermanagh",4
"6232","2001","Galway","Fermanagh",7
"6233","2002","Galway","Fermanagh",6
"6234","2003","Galway","Fermanagh",10
"6235","2004","Galway","Fermanagh",29
"6236","2005","Galway","Fermanagh",14
"6237","2006","Galway","Fermanagh",13
"6238","2007","Galway","Fermanagh",6
"6239","2008","Galway","Fermanagh",4
"6240","2009","Galway","Fermanagh",5
"6241","2010","Galway","Fermanagh",5
"6242","2011","Galway","Fermanagh",5
"6243","2012","Galway","Fermanagh",3
"6244","2013","Galway","Fermanagh",2
"6245","2000","Sligo","Fermanagh",1
"6246","2001","Sligo","Fermanagh",2
"6247","2002","Sligo","Fermanagh",4
"6248","2003","Sligo","Fermanagh",2
"6249","2004","Sligo","Fermanagh",3
"6250","2005","Sligo","Fermanagh",6
"6251","2006","Sligo","Fermanagh",5
"6252","2007","Sligo","Fermanagh",3
"6253","2008","Sligo","Fermanagh",1
"6254","2009","Sligo","Fermanagh",3
"6255","2010","Sligo","Fermanagh",6
"6256","2011","Sligo","Fermanagh",5
"6257","2012","Sligo","Fermanagh",4
"6258","2013","Sligo","Fermanagh",2
"6259","2000","Donegal","Fermanagh",1
"6260","2001","Donegal","Fermanagh",0
"6261","2002","Donegal","Fermanagh",0
"6262","2003","Donegal","Fermanagh",0
"6263","2004","Donegal","Fermanagh",0
"6264","2005","Donegal","Fermanagh",0
"6265","2006","Donegal","Fermanagh",0
"6266","2007","Donegal","Fermanagh",0
"6267","2008","Donegal","Fermanagh",0
"6268","2009","Donegal","Fermanagh",0
"6269","2010","Donegal","Fermanagh",0
"6270","2011","Donegal","Fermanagh",0
"6271","2012","Donegal","Fermanagh",1
"6272","2013","Donegal","Fermanagh",3
"6287","2000","Carlow","Tyrone",0
"6288","2001","Carlow","Tyrone",0
"6289","2002","Carlow","Tyrone",0
"6290","2003","Carlow","Tyrone",0
"6291","2004","Carlow","Tyrone",0
"6292","2005","Carlow","Tyrone",0
"6293","2006","Carlow","Tyrone",0
"6294","2007","Carlow","Tyrone",0
"6295","2008","Carlow","Tyrone",0
"6296","2009","Carlow","Tyrone",0
"6297","2010","Carlow","Tyrone",0
"6298","2011","Carlow","Tyrone",0
"6299","2012","Carlow","Tyrone",0
"6300","2013","Carlow","Tyrone",0
"6301","2000","Dublin","Tyrone",135
"6302","2001","Dublin","Tyrone",131
"6303","2002","Dublin","Tyrone",129
"6304","2003","Dublin","Tyrone",119
"6305","2004","Dublin","Tyrone",116
"6306","2005","Dublin","Tyrone",97
"6307","2006","Dublin","Tyrone",91
"6308","2007","Dublin","Tyrone",88
"6309","2008","Dublin","Tyrone",92
"6310","2009","Dublin","Tyrone",84
"6311","2010","Dublin","Tyrone",90
"6312","2011","Dublin","Tyrone",78
"6313","2012","Dublin","Tyrone",74
"6314","2013","Dublin","Tyrone",72
"6315","2000","Kildare","Tyrone",8
"6316","2001","Kildare","Tyrone",11
"6317","2002","Kildare","Tyrone",3
"6318","2003","Kildare","Tyrone",6
"6319","2004","Kildare","Tyrone",3
"6320","2005","Kildare","Tyrone",3
"6321","2006","Kildare","Tyrone",3
"6322","2007","Kildare","Tyrone",5
"6323","2008","Kildare","Tyrone",3
"6324","2009","Kildare","Tyrone",3
"6325","2010","Kildare","Tyrone",3
"6326","2011","Kildare","Tyrone",1
"6327","2012","Kildare","Tyrone",2
"6328","2013","Kildare","Tyrone",2
"6329","2000","Louth","Tyrone",0
"6330","2001","Louth","Tyrone",0
"6331","2002","Louth","Tyrone",0
"6332","2003","Louth","Tyrone",0
"6333","2004","Louth","Tyrone",1
"6334","2005","Louth","Tyrone",1
"6335","2006","Louth","Tyrone",0
"6336","2007","Louth","Tyrone",0
"6337","2008","Louth","Tyrone",0
"6338","2009","Louth","Tyrone",1
"6339","2010","Louth","Tyrone",2
"6340","2011","Louth","Tyrone",3
"6341","2012","Louth","Tyrone",2
"6342","2013","Louth","Tyrone",2
"6343","2000","Westmeath","Tyrone",0
"6344","2001","Westmeath","Tyrone",2
"6345","2002","Westmeath","Tyrone",2
"6346","2003","Westmeath","Tyrone",1
"6347","2004","Westmeath","Tyrone",0
"6348","2005","Westmeath","Tyrone",0
"6349","2006","Westmeath","Tyrone",0
"6350","2007","Westmeath","Tyrone",0
"6351","2008","Westmeath","Tyrone",0
